Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Oferta ou prestação de informação sobre operação de crédito de forma inadequada, exceto crédito consignado;3;5;0;8;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Oferta ou prestação de informação sobre produtos e serviços de forma inadequada, exceto as relacionadas a cartão de crédito, conta e serviços acessórios, credenciadora de cartão e operação de crédito;4;10;0;14;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Outras irregularidades relacionadas à portabilidade de operações de crédito de pessoa natural;2;2;0;4;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Outros assuntos não regulados relacionados a cartão de crédito;0;0;3;3;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Pix - iniciação;1;0;0;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Prestação de serviço de forma irregular em conta-salário;0;3;0;3;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Reclamações relacionadas a assuntos diversos;0;0;40;40;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Recusa de produtos ou serviços;0;0;12;12;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Recusa ou dificuldade de acesso aos canais de atendimento convencionais;0;1;0;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;0;2;2;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;1;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;14;11;0;25;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Restrições cadastrais;0;0;3;3;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Tempo de espera em fila;0;0;1;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Terminais eletrônicos, internet e aplicativos;0;0;1;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às demais operações de crédito, exceto as de crédito consignado e de financiamento imobiliário;1;0;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);3;1;0;4;
2021;3º;Demais bancos e financeiras;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Renegociação de dívida (exceto cartão de crédito);0;0;2;2;
2021;3º;Demais bancos e financeiras;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Cobranças diversas;0;0;2;2;
2021;3º;Demais bancos e financeiras;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional);1;0;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;1;0;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);1;0;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Pix  - chaves;1;0;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Renegociação de dívida (exceto cartão de crédito);0;0;2;2;
2021;3º;Demais bancos e financeiras;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Restrições cadastrais;0;0;2;2;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Cobrança irregular de tarifa em operação de crédito;1;0;0;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Golpe;0;0;3;3;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;1;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao acompanhamento de conta;0;1;0;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito;0;6;0;6;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.;0;3;0;3;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de informações relativas a operação de crédito contratada (DDC);1;4;0;5;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);0;1;0;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito;1;0;0;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito;5;10;0;15;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Oferta ou prestação de informação sobre crédito consignado de forma inadequada;2;20;0;22;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Oferta ou prestação de informação sobre operação de crédito de forma inadequada, exceto crédito consignado;0;4;0;4;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Oferta ou prestação de informação sobre produtos e serviços de forma inadequada, exceto as relacionadas a cartão de crédito, conta e serviços acessórios, credenciadora de cartão e operação de crédito;0;1;0;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Outras irregularidades relacionadas à portabilidade de operações de crédito de pessoa natural;0;1;0;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Reclamações relacionadas a assuntos diversos;0;0;1;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;0;4;4;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Restrição à realização de portabilidade de operações de crédito (exceto crédito consignado e financiamento imobiliário) relativas a pessoas naturais;0;1;0;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;2;7;0;9;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Restrições cadastrais;0;0;2;2;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às demais operações de crédito, exceto as de crédito consignado e de financiamento imobiliário;0;1;0;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado;1;1;0;2;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ANDBANK (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito;0;1;0;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ANDBANK (conglomerado);Oferta ou prestação de informação sobre operação de crédito de forma inadequada, exceto crédito consignado;0;1;0;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ANDBANK (conglomerado);Outras irregularidades relacionadas à portabilidade de operações de crédito de pessoa natural;0;1;0;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ANDBANK (conglomerado);Recusa de produtos ou serviços;0;0;1;1;
2021;3º;Demais bancos e financeiras;Conglomerado; ;ANDBANK (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;0;2;2;
2021;3º;Demais bancos e financeiras;Banco/financeira;03532415;BANCO ABN AMRO S.A.;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;54403563;BANCO ARBI S.A.;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;0;1;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;54403563;BANCO ARBI S.A.;Irregularidades relacionadas à liquidação de documentos (exceto cheques);0;1;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;54403563;BANCO ARBI S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;0;3;0;3;
2021;3º;Demais bancos e financeiras;Banco/financeira;54403563;BANCO ARBI S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito;1;3;0;4;
2021;3º;Demais bancos e financeiras;Banco/financeira;54403563;BANCO ARBI S.A.;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;54403563;BANCO ARBI S.A.;Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado;0;1;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;33132044;BANCO CEDULA S.A.;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);0;1;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S.A.;Recusa de produtos ou serviços;0;0;1;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;0;3;0;3;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Ausência de título adequado relativo a cartão de crédito;6;3;0;9;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Bloqueio de cartão de crédito;0;0;2;2;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Cancelamento de contrato a pedido do cliente não atendido;4;2;0;6;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Cobrança irregular de tarifa relacionada ao cartão de crédito;4;6;0;10;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Cobranças diversas;0;0;12;12;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Descumprimento de ordem judicial;0;0;1;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Descumprimento de prazo de resposta da reclamação registrada no BCB;0;1;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Golpe;0;0;1;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;1;6;0;7;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;7;7;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;2;1;0;3;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.;0;1;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relacionadas ao fornecimento de informações relativas a operação de crédito contratada (DDC);1;0;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, conta e operação de crédito;0;1;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);1;19;0;20;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relativas a crédito rotativo de cartão de crédito e inadimplência do cartão de crédito;3;3;0;6;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em internet banking;1;0;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;60;29;0;89;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito;14;3;0;17;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito;1;2;0;3;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relativas a telemarketing, SMS ou Whatsapp com oferta de produtos e serviços;0;0;2;2;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Oferta ou prestação de informação sobre o cartão de crédito de forma inadequada ;13;7;0;20;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Oferta ou prestação de informação sobre operação de crédito de forma inadequada, exceto crédito consignado;0;1;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Outras irregularidades relacionadas a cartões de crédito;0;1;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Outros assuntos não regulados relacionados a cartão de crédito;0;0;5;5;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Reclamações relacionadas a assuntos diversos;0;0;5;5;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Recusa de produtos ou serviços;0;0;5;5;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;12;12;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Restrições cadastrais;0;0;4;4;
2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;Terminais eletrônicos, internet e aplicativos;0;0;2;2;
2021;3º;Demais bancos e financeiras;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Cobrança irregular de tarifa relacionada a conta ou serviços acessórios à conta;0;1;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Descumprimento contratual;0;0;1;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Dificuldade na liberação ou substituição de bem;0;0;1;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;1;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Insatisfação com o atendimento prestado por agências;0;0;1;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Irregularidades no processo de encerramento de conta de depósitos à vista;1;0;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);0;2;0;2;
2021;3º;Demais bancos e financeiras;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Pix - liquidação;0;1;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Recusa de cancelamento de pacote de serviços;1;0;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Recusa de produtos ou serviços;0;0;2;2;
2021;3º;Demais bancos e financeiras;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;10690848;BANCO DA CHINA BRASIL S.A.;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;1;0;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;33042151;BANCO DE LA NACION ARGENTINA;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito;0;1;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Abertura de conta de depósito com documentação falsa;30;1;0;31;
2021;3º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Abertura de conta de depósito sem documentação necessária;40;0;0;40;
2021;3º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Abertura de conta de pagamento sem documentação necessária ou com documentação falsa;1;0;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;0;1;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Ausência de título adequado relativo a cartão de crédito;1;0;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Bloqueio de cartão de crédito;0;0;1;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Bloqueio de conta;0;0;2;2;
2021;3º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Cancelamento de contrato a pedido do cliente não atendido;0;1;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Cartões de débito;0;0;2;2;
2021;3º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Cobrança irregular de tarifa relacionada ao cartão de crédito;0;2;0;2;
2021;3º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Cobranças diversas;0;0;2;2;
2021;3º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Concessão de demais créditos (exceto consignado) mediante a formalização de título adequado com base em documentação falsa;1;0;0;1;
2021;3º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Dificuldade na liberação ou substituição de bem;0;0;1;1;
