Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;9;22;13;44;1265428;1220231;457322;862259;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;33884941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A. - EM LIQUIDAÇÃO ORDINÁRIA; ;0;0;1;1;344;344; ; ;
2019;2º;Mais de quatro milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);15,30;74;412;147;633;4834328;3595523;3815855;2510314;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;3;11;4;18;29205;904;28302; ;
2019;2º;Mais de quatro milhões de clientes;Conglomerado; ;BB (conglomerado);20,63;1342;2311;2719;6372;65038505;61451971;27672177;40039565;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;BMG (conglomerado);65,68;259;538;489;1286;3943104;364267;3858264;23187;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);118,17;377;581;400;1358;3190216;15879;3174878;490095;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;BNY MELLON (conglomerado); ;0;0;1;1;2612;2612; ;1605;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;BOCOM (conglomerado); ;1;1;0;2;7507;5967;1765;1186;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0;0;1;1;2051;2044;88;712;
2019;2º;Mais de quatro milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);24,50;2448;3729;4055;10232;99892903;85574963;54505797;33849746;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;BRASIL PLURAL (conglomerado); ;0;1;1;2;4319;4318;36;833;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;BRB (conglomerado);50,91;45;96;97;238;883888;773308;400400;471960;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;BTG PACTUAL (conglomerado); ;0;5;8;13;189281;144304;45464;11626;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;C6 BANK (conglomerado); ;0;7;20;27;13889;13888;41; ;
2019;2º;Mais de quatro milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);20,71;1910;3099;4168;9177;92203404;89424814;19916208;79022308;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;3;2;0;5;63015;52860;20430; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;CCB (conglomerado); ;5;94;41;140;264983;3960;261584;2206;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;CITIBANK (conglomerado); ;0;4;5;9;26216;19537;7551;3410;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;CREDIT AGRICOLE (conglomerado); ;0;0;1;1;2251;2236;52;337;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;CREFISA (conglomerado); ;10;104;92;206;1662967;482145;1567667;0;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;DACASA FINANCEIRA (conglomerado); ;2;4;11;17;1106373; ;1106373; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;DAYCOVAL (conglomerado);30,28;29;253;154;436;957550;83914;884224;20838;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;953,33;74;122;8;204;77622;577;77048; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;FATOR (conglomerado); ;0;0;2;2;16761;16761;19;1500;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;3;5;100246;1977;98375; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;GAZIN (conglomerado); ;3;0;0;3;34619;272;34370; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;GMAC (conglomerado); ;4;7;27;38;366282;462;365909; ;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;06339468;GRAZZIOTIN FINANCIADORA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;0;1;1;43365;1;43364; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado); ;2;13;1;16;57679;50510;7345;1685;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;HERVAL - HS (conglomerado); ;0;0;1;1;257328;547;256858; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;HONDA (conglomerado); ;4;3;18;25;475912;25;475892; ;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;17453575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; ;0;0;1;1;203;190;27;45;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;7;7;4;18;59774;4030;56296;886;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;ING (conglomerado); ;0;1;0;1;252;183;79;15;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;INTER (conglomerado);367,73;927;515;763;2205;2520832;2343845;689773;358951;
2019;2º;Mais de quatro milhões de clientes;Conglomerado; ;ITAU (conglomerado);19,49;1555;4634;3096;9285;79749731;59468186;50141310;40632385;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;3;5;124492; ;124492; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;LECCA (conglomerado); ;0;3;7;10;24243;1107;23139; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;MÁXIMA (conglomerado); ;0;4;1;5;46598;4657;42085;1423;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);19,54;55;128;63;246;2813529;2314052;1415835;1612995;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;0;2;2;20644;130;20602; ;
2019;2º;Mais de quatro milhões de clientes;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;4,86;38;101;46;185;7815345;42;7815321; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;MODAL (conglomerado);415,59;104;53;62;219;250246;250201;1582;1448;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;3;0;4;559618;653;558965; ;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;321,37;15;6;5;26;46675;3017;44055;720;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;NUBANK (conglomerado); ;0;1;2;3;6443; ;6443; ;
2019;2º;Mais de quatro milhões de clientes;Conglomerado; ;OMNI (conglomerado);11,47;51;34;41;126;4442551;2896;4439765;0;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;ORIGINAL (conglomerado);50,97;60;103;94;257;1177125;1096073;291076;147589;
2019;2º;Mais de quatro milhões de clientes;Conglomerado; ;PAN (conglomerado);168,45;701;1177;857;2735;4161391;21826;4142221;4010;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;PARANÁ BANCO (conglomerado);80,26;28;155;49;232;348853;7698;341397;3042;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;03311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;1;3;4;821; ;821; ;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;43180355;PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;18,87;50;32;24;106;2648311; ;2648311; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado);13,98;28;84;75;187;2002821; ;2002821; ;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;11;28;27;66;198970;3746;195230; ;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;10;34;30;74;2905380;8;2905372; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;RENDIMENTO (conglomerado); ;3;1;2;6;20567;15500;8041;4704;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;RODOBENS (conglomerado); ;1;2;6;9;13344;2422;11707;593;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;SAFRA (conglomerado);302,98;609;593;443;1645;2009991;562676;1589020;108814;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;05503849;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;3;4;8;28920;1161;27761; ;
2019;2º;Mais de quatro milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);23,75;1080;3115;2988;7183;45459792;37843437;22203507;26814925;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;00122327;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;2;1;0;3;13733;732;13001; ;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;07747410;SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;5;4;10;679647; ;679647; ;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;11970623;SENFF S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;1;2;74022;72;73955; ;
2019;2º;Mais de quatro milhões de clientes;Conglomerado; ;SICREDI (conglomerado); 0 ;0;0;2;2;4188644;4165646;141987;0;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;1;3;1;5;708;599;168;54;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;4;2;15;21;5946;3057;2889; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;SOFISA (conglomerado); ;10;20;31;61;161668;150626;13079;43968;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;04814563;SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;12;16;26;54;456753;1370;455426; ;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;09473806;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;25739;4;25735; ;
2019;2º;Menos de quatro milhões de clientes;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;2;1;4;434712;987;433731; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado); ;4;16;63;83;369007;1395;367923; ;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;VOLVO (conglomerado); ;0;1;2;3;8247;84;8242; ;
2019;2º;Mais de quatro milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);11,77;69;146;264;479;5861754;1715182;4288988;8966;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;WESTERN UNION (conglomerado); ;6;2;1;9;1;1; ;1;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;1;3;10;14;154345;60;154288; ;
