Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);119,00;128;188;168;484;1075581;530138;772164;34664;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;0;1;250690;112;250578; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado); ;14;38;35;87;411710;268516;144681;0;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;ANDBANK (conglomerado); ;0;1;2;3;8203;2385;5827;0;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;23862762;AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;25,66;21;32;17;70;818198;464956;491370; ;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.; ;3;6;8;17;137904;33969;113000;3597;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;54403563;BANCO ARBI S.A.; ;2;0;0;2;8609;450;8187;206;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;00997185;BANCO B3 S.A.; ;0;0;2;2;780;780; ;43;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;38,35;40;67;63;170;1042882; ;1042882; ;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;31597552;BANCO CLASSICO S.A.; ;0;0;1;1;19;19; ;13;
2018;4º;Mais de quatro milhões de clientes;Banco/financeira;08357240;BANCO CSF S.A.;7,18;32;100;95;227;4453364; ;4453364; ;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.; ;8;3;3;14;502463;432311;160598;278441;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;05040481;BANCO DE LAGE LANDEN BRASIL S.A.; ;1;2;2;5;38980;2;38978; ;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S.A.; ;12;22;8;42;977751;857367;388960;656200;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;04913711;BANCO DO ESTADO DO PARÁ S.A.;34,85;25;28;22;75;717183;703548;231947;607646;
2018;4º;Mais de quatro milhões de clientes;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.;0,88;6;10;35;51;6801381;6641817;1077977;5054710;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S.A.; ;4;5;4;13;166189;3764;162837;1130;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;61348538;BANCO FICSA S.A.; ;0;0;2;2;33981;617;33366;33;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;62237425;BANCO FIDIS S/A; ;1;0;0;1;931;215;727; ;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;90731688;BANCO FORD S.A.; ;0;1;2;3;387;137;261; ;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;59118133;BANCO LUSO BRASILEIRO S.A.; ;0;1;0;1;10585;4930;6077;1061;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;60498557;BANCO MUFG BRASIL S.A.; ;0;0;2;2;2862;2839;111;455;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;01023570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; ;0;0;1;1;3910;3630;1875;676;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S.A.; ;2;2;2;6;322145;3673;318620;1107;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;07679404;BANCO TOPÁZIO S.A.; ;1;2;5;8;15358;7909;9505;1598;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S.A.; ;2;0;11;13;155633;15273;141787; ;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S.A.;8,76;15;15;8;38;1712280;174852;1554061;14066;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;BANCOOB (conglomerado);9,94;24;26;24;74;2412762;1455434;1133791;0;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;11;11;14;36;1243939;1205104;330565;862259;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;33884941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A. - EM LIQUIDAÇÃO ORDINÁRIA; ;0;1;3;4;349;349; ; ;
2018;4º;Mais de quatro milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);19,30;91;445;177;713;4713393;3500464;2627311;2510314;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;3;12;5;20;32086;951;31135; ;
2018;4º;Mais de quatro milhões de clientes;Conglomerado; ;BB (conglomerado);24,98;1585;2726;3519;7830;63432189;59771870;23189574;40039565;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;BMG (conglomerado);63,97;249;347;500;1096;3892117;77788;3871013;23187;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;BMW (conglomerado); ;0;1;3;4;20052;19912;17184; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);95,45;288;517;469;1274;3017045;17399;3000165;490095;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0;0;2;2;1861;1856;66;712;
2018;4º;Mais de quatro milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);23,52;2262;3665;4170;10097;96142413;84255792;41217678;33849746;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;BRASIL PLURAL (conglomerado); ;0;0;1;1;3809;3808;25;833;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;BRB (conglomerado);137,02;119;134;144;397;868443;758246;370942;471960;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;BTG PACTUAL (conglomerado); ;0;1;1;2;123401;78348;45413;11626;
2018;4º;Mais de quatro milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);18,92;1721;3345;4691;9757;90926718;88100057;17563365;79022308;
