Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;HONDA (conglomerado); ;0;13;14;27;460271;19;460253; ;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;2;10;4;16;56260;3821;52985;871;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;INDUSVAL (conglomerado); ;0;1;3;4;4825;4118;1076;2161;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;INTERMEDIUM (conglomerado);45,26;39;356;182;577;861544;671058;310235;187092;
2018;2º;Mais de quatro milhões de clientes;Conglomerado; ;ITAU (conglomerado);18,61;1409;3724;3213;8346;75682726;57747741;41778504;39809476;
2018;2º;Menos de quatro milhões de clientes;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;1;4;3;8;111515; ;111515; ;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;JP MORGAN CHASE (conglomerado); ;0;1;0;1;3768;3745;123;671;
2018;2º;Menos de quatro milhões de clientes;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;173681;2;173679; ;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;LECCA (conglomerado); ;1;0;1;2;23004;799;22206; ;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);9,52;25;179;134;338;2625460;2093555;1079103;1517905;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;1;1;2;22317;94;22306; ;
2018;2º;Mais de quatro milhões de clientes;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;4,38;32;105;73;210;7292931;44;7292897; ;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;MODAL (conglomerado); ;1;1;4;6;5086;4916;263;1533;
2018;2º;Menos de quatro milhões de clientes;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;1;0;1;532779;631;532148; ;
2018;2º;Menos de quatro milhões de clientes;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;2;1;1;4;23201;2538;21056;684;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;OMNI (conglomerado); ;8;35;45;88;3667584;2462;3665153;0;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;ORIGINAL (conglomerado); ;14;47;54;115;692442;584846;214031;125842;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;OURINVEST (conglomerado); ;1;0;1;2;18958;16616;2352;50;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;PAN (conglomerado);88,28;274;1123;1004;2401;3103578;17940;3087563;2851;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;PARANÁ BANCO (conglomerado);133,75;68;208;80;356;508390;6741;501856;2885;
2018;2º;Menos de quatro milhões de clientes;Banco/financeira;03311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;0;1;1;815; ;815; ;
2018;2º;Mais de quatro milhões de clientes;Banco/financeira;43180355;PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;4,55;22;21;41;84;4829461; ;4829461; ;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;PINE (conglomerado); ;0;0;1;1;6132;5539;977;2180;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado);36,84;53;54;66;173;1438338; ;1438338; ;
2018;2º;Menos de quatro milhões de clientes;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;4;11;13;28;168142;3039;165108; ;
2018;2º;Menos de quatro milhões de clientes;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;36,98;30;47;32;109;811066;7;811059; ;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;RENDIMENTO (conglomerado); ;2;1;5;8;17587;12109;7088;4202;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;RODOBENS (conglomerado); ;0;3;11;14;14593;4258;12076;582;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;SAFRA (conglomerado);78,42;118;557;284;959;1504563;350246;1209351;96981;
2018;2º;Menos de quatro milhões de clientes;Banco/financeira;05503849;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;5;7;29858;821;29038; ;
2018;2º;Mais de quatro milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);38,14;1576;3324;3567;8467;41311632;34990905;16370821;25841987;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;SANTINVEST (conglomerado); ;2;2;1;5;14082;377;13705; ;
2018;2º;Menos de quatro milhões de clientes;Banco/financeira;07747410;SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;3;5;147884; ;147884; ;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;SCANIA (conglomerado); ;0;1;0;1;3960;755;3940; ;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;1;6;3;10;1094;851;308;57;
2018;2º;Menos de quatro milhões de clientes;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;6;7;5018;2872;2146; ;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;SOCOPA (conglomerado); ;0;2;0;2;53495;38074;15634;2370;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;SOFISA (conglomerado); ;4;2;5;11;113356;102625;12330;38125;
2018;2º;Menos de quatro milhões de clientes;Banco/financeira;04814563;SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;6;22;27;55;438160;1417;436772; ;
2018;2º;Menos de quatro milhões de clientes;Banco/financeira;09473806;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;2;3;18670;3;18667; ;
2018;2º;Menos de quatro milhões de clientes;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;0;1;1;343265;326;342944; ;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado); ;0;28;35;63;379863;1393;378792; ;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;VOLVO (conglomerado); ;0;3;4;7;9174;88;9165; ;
2018;2º;Mais de quatro milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);14,10;63;343;293;699;4465765;436049;4040205;3727;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;WESTERN UNION (conglomerado); ;13;7;12;32;3;3; ;1;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;0;5;6;11;129081;56;129027; ;
