Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;MODAL (conglomerado); ;4;4;3;11;4969;4862;197;1533;
2018;1º;Menos de quatro milhões de clientes;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;0;1;1;529364;625;528739; ;
2018;1º;Menos de quatro milhões de clientes;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;2;0;0;2;11328;2324;9391;684;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;OMNI (conglomerado); ;11;23;56;90;3660025;2192;3657854;0;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;ORIGINAL (conglomerado); ;4;67;65;136;660593;552909;201583;125842;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;PAN (conglomerado);63,36;192;876;1102;2170;3029941;17569;3014248;2851;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;PARANÁ BANCO (conglomerado); ;11;169;58;238;634891;6544;628561;2885;
2018;1º;Menos de quatro milhões de clientes;Banco/financeira;03311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;0;1;1;833; ;833; ;
2018;1º;Mais de quatro milhões de clientes;Banco/financeira;43180355;PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;3,79;18;31;44;93;4747582; ;4747582; ;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado);18,24;26;39;71;136;1424955; ;1424955; ;
2018;1º;Menos de quatro milhões de clientes;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;2;15;12;29;152128;2870;149263; ;
2018;1º;Menos de quatro milhões de clientes;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;43,56;33;33;47;113;757535;7;757528; ;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;RENDIMENTO (conglomerado); ;7;2;3;12;17782;11849;7561;4202;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;RODOBENS (conglomerado); ;0;0;7;7;14878;4708;12155;582;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;SAFRA (conglomerado);73,56;101;232;274;607;1372972;329293;1097411;96994;
2018;1º;Menos de quatro milhões de clientes;Banco/financeira;05503849;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;1;2;4;29579;704;28876; ;
2018;1º;Mais de quatro milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);25,66;1038;2941;3777;7756;40441975;34320332;15738273;25841987;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;SANTINVEST (conglomerado); ;1;1;1;3;13757;410;13347; ;
2018;1º;Menos de quatro milhões de clientes;Banco/financeira;07747410;SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;3;3;166722; ;166722; ;
2018;1º;Menos de quatro milhões de clientes;Banco/financeira;11970623;SENFF S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;2;2;90357;106;90255; ;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;SICREDI (conglomerado); ;0;0;4;4;3345777;3321210;119597;0;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;2;2;5;9;1174;920;312;57;
2018;1º;Menos de quatro milhões de clientes;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;4;6;4713;2626;2087; ;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;SOCOPA (conglomerado); ;1;1;1;3;52750;37309;15649;2370;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;SOFISA (conglomerado); ;7;2;4;13;103132;92374;12314;38125;
2018;1º;Menos de quatro milhões de clientes;Banco/financeira;04814563;SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;8;20;29;57;410242;1452;408821; ;
2018;1º;Menos de quatro milhões de clientes;Banco/financeira;09473806;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;3;0;3;17383;3;17380; ;
2018;1º;Menos de quatro milhões de clientes;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;1;2;3;327692;245;327453; ;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado); ;4;9;35;48;394350;1393;393279; ;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;VOLVO (conglomerado); ;0;1;1;2;9273;89;9266; ;
2018;1º;Mais de quatro milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);6,38;26;241;276;543;4071209;21148;4051555;3727;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;WESTERN UNION (conglomerado); ;0;4;3;7;3;3; ;1;
2018;1º;Menos de quatro milhões de clientes;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;0;2;5;7;123136;56;123083; ;
