Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;58616418;BANCO FIBRA S.A.; ;4;1;8;13;167514;3718;164207;1130;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;62237425;BANCO FIDIS S/A; ;0;1;0;1;2431;261;2181; ;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;90731688;BANCO FORD S.A.; ;0;0;1;1;372;115;265; ;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;04866275;BANCO INBURSA S.A.; ;0;0;1;1;51;7;44;5;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;00795423;BANCO SEMEAR S.A.; ;0;1;2;3;402111;3669;398613;1107;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S.A.; ;1;8;10;19;148874;15260;135099; ;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;17351180;BANCO TRIANGULO S.A.; ;10;14;9;33;1667111;169922;1513051;14066;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;15357060;BANCO WOORI BANK DO BRASIL S.A.; ;0;0;1;1;2560;2560;74;0;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;BANCOOB (conglomerado); ;9;18;15;42;2293999;1377164;1075841;0;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;BANESTES (conglomerado); ;8;22;10;40;1239517;1200290;328502;862259;
2018;3º;Mais de quatro milhões de clientes;Conglomerado; ;BANRISUL (conglomerado);15,81;73;385;179;637;4614851;3445580;2583698;2510314;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;BARIGUI (conglomerado); ;6;21;2;29;32083;911;31172; ;
2018;3º;Mais de quatro milhões de clientes;Conglomerado; ;BB (conglomerado);25,22;1590;2689;3768;8047;63027888;59361576;23046427;40039565;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;BMG (conglomerado);33,05;125;448;543;1116;3781509;58120;3764981;23187;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;BMW (conglomerado); ;0;0;4;4;20034;19921;17214; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;BNP PARIBAS (conglomerado);35,52;108;585;481;1174;3040090;17359;3023204;490095;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;BNY MELLON (conglomerado); ;0;0;1;1;39785;39785; ;1605;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;BOCOM (conglomerado); ;1;0;0;1;12454;10116;2547;1186;
2018;3º;Mais de quatro milhões de clientes;Conglomerado; ;BRADESCO (conglomerado);22,55;2151;3531;3802;9484;95352320;83403976;41086265;33849746;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;BRASIL PLURAL (conglomerado); ;0;1;0;1;3585;3584;22;833;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;BRB (conglomerado);91,51;79;122;131;332;863203;752591;370555;471960;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;BTG PACTUAL (conglomerado); ;0;3;0;3;108213;63098;45454;11626;
2018;3º;Mais de quatro milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);21,64;1950;3576;5429;10955;90088307;87247015;17670254;79022308;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;CAIXA GERAL (conglomerado); ;0;0;1;1;1378;1312;109;665;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;4;7;3;14;55983;50197;9392; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;CCB (conglomerado); ;1;123;49;173;284363;4806;280115;2206;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;CITIBANK (conglomerado); ;0;3;4;7;25345;19679;6453;3410;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;CREFISA (conglomerado); ;8;120;44;172;1539033;394429;1489480;0;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;DACASA FINANCEIRA (conglomerado); ;1;6;9;16;1289777; ;1289777; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;DAYCOVAL (conglomerado);109,02;99;269;134;502;908013;69217;845768;20838;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;325,72;18;118;38;174;55261;554;54707; ;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;4;1;5;98448;1996;96550; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;GMAC (conglomerado); ;1;25;36;62;398259;457;397893; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado); ;0;4;0;4;16974;4904;12259;1685;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;HERVAL - HS (conglomerado); ;1;0;0;1;235292;534;234820; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;HONDA (conglomerado); ;3;8;20;31;467505;23;467483; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;10;16;11;37;57673;3892;54336;886;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;INDUSVAL (conglomerado); ;0;2;2;4; ; ; ;0;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;INTERMEDIUM (conglomerado);157,88;178;463;218;859;1127388;941703;363791;358951;
2018;3º;Mais de quatro milhões de clientes;Conglomerado; ;ITAU (conglomerado);18,18;1393;4096;3309;8798;76590668;58447755;42388893;40632385;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;1;3;7;11;119894; ;119894; ;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;2;2; ; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;LECCA (conglomerado); ;1;0;2;3;23396;942;22454; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;MÁXIMA (conglomerado); ;0;1;0;1;4674;3803;1012;1423;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);5,98;16;109;120;245;2671375;2154623;1080657;1612995;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;1;0;1;21734;98;21719; ;
2018;3º;Mais de quatro milhões de clientes;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;4,67;35;96;102;233;7478787;45;7478757; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;MODAL (conglomerado); ;0;2;1;3;5097;4946;243;1448;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;0;1;1;535307;638;534670; ;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;1;8;9;18;31656;2966;29081;720;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;OMNI (conglomerado); ;12;55;68;135;3677861;2845;3675086;0;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;ORIGINAL (conglomerado);31,96;23;80;89;192;719512;642045;199267;147589;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;PAN (conglomerado);128,76;403;1227;1075;2705;3129779;18287;3113398;4010;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;PARANÁ BANCO (conglomerado);116,18;58;180;68;306;499202;6924;492489;3042;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;03311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;1;0;1;797; ;797; ;
2018;3º;Mais de quatro milhões de clientes;Banco/financeira;43180355;PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;7,19;35;28;43;106;4864540; ;4864540; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;PINE (conglomerado); ;1;0;0;1;6541;5961;978;2432;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado);32,95;48;65;71;184;1456481; ;1456481; ;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;6;12;12;30;182265;3271;179000; ;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;29,66;26;36;39;101;876467;8;876459; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;RENDIMENTO (conglomerado); ;2;6;3;11;18374;12674;7219;4704;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;RODOBENS (conglomerado); ;0;1;9;10;14033;3745;11740;593;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;SAFRA (conglomerado);90,93;148;560;264;972;1627532;382034;1301666;108814;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;05503849;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;1;1;3;29378;962;28417; ;
2018;3º;Mais de quatro milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);22,10;933;3353;3664;7950;42206739;35725120;16948022;26814925;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;00122327;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;2;2;1;5;13999;344;13655; ;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;07747410;SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;3;2;3;8;280222; ;280222; ;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;11970623;SENFF S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;65218;77;65144; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;SICREDI (conglomerado); ;0;2;3;5;3647185;3624013;125474;0;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;1;5;1;7;1060;809;327;54;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;5;6;5175;3002;2173; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;SOCOPA (conglomerado); ;1;0;1;2;54416;39004;15623;2415;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;SOFISA (conglomerado); ;7;3;16;26;124732;113986;12381;43968;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;04814563;SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;7;27;32;66;314502;1414;313120; ;
2018;3º;Menos de quatro milhões de clientes;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;0;1;1;358757;451;358307; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado); ;0;30;54;84;370813;1395;369736; ;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;VOLVO (conglomerado); ;0;0;2;2;8889;85;8880; ;
2018;3º;Mais de quatro milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);12,93;59;453;304;816;4562852;549852;4025908;8966;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;VR (conglomerado); ;1;0;0;1;74;74;1;29;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;WESTERN UNION (conglomerado); ;4;1;4;9;3;3; ;1;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;0;1;8;9;135010;56;134956; ;
