Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;BRASIL PLURAL (conglomerado); ;1;0;0;1;4105;4104;29;833;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;BRB (conglomerado);87,67;77;101;102;280;878252;769693;369260;471960;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;BTG PACTUAL (conglomerado); ;1;4;4;9;148800;103788;45407;11626;
2019;1º;Mais de quatro milhões de clientes;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);23,25;2121;3150;5058;10329;91216358;88408824;17407347;79022308;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;3;3;1;7;57402;51341;11779; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;CCB (conglomerado); ;6;84;29;119;270485;4198;266770;2206;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;CITIBANK (conglomerado); ;2;3;2;7;26279;19440;7652;3410;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;CREFISA (conglomerado);13,60;22;104;45;171;1617636;453863;1537001;0;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;DACASA FINANCEIRA (conglomerado); ;2;2;11;15;1047886; ;1047886; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;DAYCOVAL (conglomerado);73,97;69;236;106;411;932750;79187;861225;20838;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;62331228;DEUTSCHE BANK S.A. - BANCO ALEMAO; ;0;1;0;1;3297;3285;152;273;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;1.066,41;76;94;4;174;71267;571;70699; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;FATOR (conglomerado); ;0;4;1;5;16893;16892;21;1500;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;3;3;99096;1982;97221; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;GMAC (conglomerado); ;3;12;59;74;376352;462;375978; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado); ;0;1;3;4;19610;12003;7773;1685;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;GRUPO ZEMA (conglomerado); ;0;1;1;2;319856;548;319308; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;HERVAL - HS (conglomerado); ;0;0;1;1;228725;543;228245; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;HONDA (conglomerado); ;4;3;18;25;473770;21;473749; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;12;11;2;25;59059;3930;55668;886;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;INTER (conglomerado);139,03;271;296;230;797;1949145;1775003;471987;358951;
2019;1º;Mais de quatro milhões de clientes;Conglomerado; ;ITAU (conglomerado);21,29;1662;3982;2921;8565;78047957;59415958;43549290;40632385;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;1;3;9;13;119598; ;119598; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;LECCA (conglomerado); ;0;2;3;5;22971;1099;21875; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;MÁXIMA (conglomerado); ;3;7;0;10;41893;3997;38039;1423;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);17,58;48;110;54;212;2729583;2242178;1065692;1612995;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;1;2;1;4;21180;100;21164; ;
2019;1º;Mais de quatro milhões de clientes;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;4,73;37;82;57;176;7815345;42;7815321; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;MODAL (conglomerado);833,65;130;21;39;190;155940;155818;1107;1448;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;2;0;3;547280;653;546627; ;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;559,42;23;8;1;32;41114;2996;38494;720;
2019;1º;Mais de quatro milhões de clientes;Conglomerado; ;NUBANK (conglomerado); 0 ;0;0;2;2;4860954; ;4860954; ;
2019;1º;Mais de quatro milhões de clientes;Conglomerado; ;OMNI (conglomerado);12,38;51;47;51;149;4119312;2812;4116585;0;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ORIGINAL (conglomerado);90,93;74;85;99;258;813795;732757;216959;147589;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;PAN (conglomerado);194,71;683;1049;813;2545;3507726;20648;3489135;4010;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;PARANÁ BANCO (conglomerado);52,23;18;114;36;168;344589;7241;337557;3042;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;43180355;PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;21,70;56;48;28;132;2579902; ;2579902; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado);33,05;48;68;63;179;1452018; ;1452018; ;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;94,39;18;47;30;95;190693;3598;187101; ;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;20,32;21;25;28;74;1032980;8;1032972; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;RENDIMENTO (conglomerado); ;1;4;0;5;19972;14574;7030;4704;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;RODOBENS (conglomerado); ;3;1;7;11;13330;2822;11482;593;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;SAFRA (conglomerado);217,18;402;586;443;1431;1850983;473833;1440790;108814;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;05503849;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;7;8;28988;1130;27859; ;
2019;1º;Mais de quatro milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);25,93;1135;2997;2886;7018;43755213;36990183;17633255;26814925;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;00122327;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;0;1;2;13628;611;13017; ;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;07747410;SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;1;6;8;593809; ;593809; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;SICREDI (conglomerado); ;0;0;1;1;3959826;3936632;135772;0;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;3;4;1;8;909;646;333;54;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;7;4;12;6001;3301;2700; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;SOCOPA (conglomerado); ;0;1;1;2;54537;39137;15625;2415;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;SOFISA (conglomerado); ;9;11;23;43;140173;129471;12548;43968;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;04814563;SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;9;16;38;63;334214;1381;332869; ;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;1;0;1;391161;795;390368; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado); ;3;19;65;87;364367;1395;363283; ;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;VOLVO (conglomerado); ;3;0;0;3;8431;85;8423; ;
2019;1º;Mais de quatro milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);13,12;69;176;274;519;5258099;1263659;4030298;8966;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;VR (conglomerado); ;0;1;0;1;198;71;128;29;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;WESTERN UNION (conglomerado); ;3;2;1;6;3;3; ;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;2;4;10;16;147037;62;146978; ;
